Log for 0701(4)-1.mp4 - 2025-07-01 13:42:40.107755
Frame | Time | AmbulanceDetected | VehicleCount | Congestion | Classes
--------------------------------------------------------------------------------
1 | 13:42:40 | True | 1 | Low | {'ambulance': 1}
2 | 13:42:41 | True | 1 | Low | {'ambulance': 1}
3 | 13:42:41 | True | 1 | Low | {'ambulance': 1}
4 | 13:42:42 | False | 0 | Low | {}
5 | 13:42:42 | True | 1 | Low | {'ambulance': 1}
6 | 13:42:42 | True | 1 | Low | {'ambulance': 1}
7 | 13:42:42 | True | 1 | Low | {'ambulance': 1}
8 | 13:42:42 | True | 1 | Low | {'ambulance': 1}
9 | 13:42:42 | True | 1 | Low | {'ambulance': 1}
10 | 13:42:42 | True | 1 | Low | {'ambulance': 1}
11 | 13:42:42 | True | 1 | Low | {'ambulance': 1}
12 | 13:42:42 | True | 1 | Low | {'ambulance': 1}
13 | 13:42:42 | True | 1 | Low | {'ambulance': 1}
14 | 13:42:42 | True | 1 | Low | {'ambulance': 1}
15 | 13:42:43 | True | 1 | Low | {'ambulance': 1}
16 | 13:42:43 | True | 1 | Low | {'ambulance': 1}
17 | 13:42:43 | True | 1 | Low | {'ambulance': 1}
18 | 13:42:43 | True | 1 | Low | {'ambulance': 1}
19 | 13:42:43 | True | 1 | Low | {'ambulance': 1}
20 | 13:42:43 | True | 1 | Low | {'ambulance': 1}
21 | 13:42:43 | True | 1 | Low | {'ambulance': 1}
22 | 13:42:43 | True | 1 | Low | {'ambulance': 1}
23 | 13:42:43 | True | 1 | Low | {'ambulance': 1}
24 | 13:42:43 | True | 1 | Low | {'ambulance': 1}
25 | 13:42:43 | True | 1 | Low | {'ambulance': 1}
26 | 13:42:43 | True | 1 | Low | {'ambulance': 1}
27 | 13:42:44 | True | 1 | Low | {'ambulance': 1}
28 | 13:42:44 | True | 1 | Low | {'ambulance': 1}
29 | 13:42:44 | True | 1 | Low | {'ambulance': 1}
30 | 13:42:44 | True | 1 | Low | {'ambulance': 1}
31 | 13:42:44 | True | 1 | Low | {'ambulance': 1}
32 | 13:42:44 | True | 1 | Low | {'ambulance': 1}
33 | 13:42:44 | True | 1 | Low | {'ambulance': 1}
34 | 13:42:44 | True | 1 | Low | {'ambulance': 1}
35 | 13:42:44 | True | 1 | Low | {'ambulance': 1}
36 | 13:42:45 | True | 1 | Low | {'ambulance': 1}
37 | 13:42:45 | True | 1 | Low | {'ambulance': 1}
38 | 13:42:45 | True | 1 | Low | {'ambulance': 1}
39 | 13:42:45 | True | 1 | Low | {'ambulance': 1}
40 | 13:42:45 | True | 1 | Low | {'ambulance': 1}
41 | 13:42:45 | True | 1 | Low | {'ambulance': 1}
42 | 13:42:45 | True | 1 | Low | {'ambulance': 1}
43 | 13:42:46 | True | 1 | Low | {'ambulance': 1}
44 | 13:42:46 | True | 1 | Low | {'ambulance': 1}
45 | 13:42:46 | True | 1 | Low | {'ambulance': 1}
46 | 13:42:46 | True | 1 | Low | {'ambulance': 1}
47 | 13:42:46 | True | 1 | Low | {'ambulance': 1}
48 | 13:42:46 | True | 1 | Low | {'ambulance': 1}
49 | 13:42:46 | True | 1 | Low | {'ambulance': 1}
--------------------------------------------------------------------------------

Final Congestion Score (0–100): 1
